[ -1:000]                : Rank 3 is running on comet-26-03.sdsc.edu
[ -1:000]                : Rank 2 is running on comet-26-03.sdsc.edu
[ -1:000]                : Rank 1 is running on comet-26-03.sdsc.edu
[ -1:000]                : Rank 0 is running on comet-26-03.sdsc.edu
[  2:001] init_pprintf   : My dest: 3	My source: 1	My_num_part: 60
[  3:001] init_pprintf   : My dest: 4	My source: 2	My_num_part: 60
[  1:001] init_pprintf   : My dest: 2	My source: 0	My_num_part: 60
[  0:001] init_pprintf   : My dest: 1	My source: 7	My_num_part: 60
Initalizing particles linear on 0 to 60
Initalizing particles linear on 120 to 180
Initalizing particles linear on 60 to 120
Initalizing particles linear on 180 to 240
[ -1:000]                : Rank 7 is running on comet-26-07.sdsc.edu
[ -1:000]                : Rank 4 is running on comet-26-07.sdsc.edu
[ -1:000]                : Rank 5 is running on comet-26-07.sdsc.edu
[  7:001] init_pprintf   : My dest: 0	My source: 6	My_num_part: 60
[  4:001] init_pprintf   : My dest: 5	My source: 3	My_num_part: 60
[  5:001] init_pprintf   : My dest: 6	My source: 4	My_num_part: 60
[ -1:000]                : Rank 6 is running on comet-26-07.sdsc.edu
[  6:001] init_pprintf   : My dest: 7	My source: 5	My_num_part: 60
Initalizing particles linear on 240 to 300
Initalizing particles linear on 300 to 360
Initalizing particles linear on 420 to 480
Initalizing particles linear on 360 to 420
Iteration 0:	0.1116008759 seconds	0.0000000000 seconds
Iteration 0:	0.1116518974 seconds	0.0000000000 seconds
Iteration 0:	0.1116428375 seconds	0.0000000000 seconds
Iteration 0:	0.1116518974 seconds	0.0000000000 seconds
Iteration 0:	0.0669541359 seconds	0.0000009537 seconds
Iteration 0:	0.0765531063 seconds	0.0000000000 seconds
Iteration 0:	0.0854070187 seconds	0.0000009537 seconds
Iteration 0:	0.0852980614 seconds	0.0000000000 seconds
Iteration 1:	0.0188500881 seconds	0.0000000000 seconds
Iteration 1:	0.0188450813 seconds	0.0000000000 seconds
Iteration 1:	0.0188620090 seconds	0.0000000000 seconds
Iteration 1:	0.0188310146 seconds	0.0000000000 seconds
Iteration 1:	0.0190529823 seconds	0.0000009537 seconds
Iteration 1:	0.0002539158 seconds	0.0000000000 seconds
