[ -1:000]                : Rank 1 is running on comet-25-52.sdsc.edu
[ -1:000]                : Rank 0 is running on comet-25-52.sdsc.edu
[  1:001] init_pprintf   : My dest: 2	My source: 0	My_num_part: 120
[  0:001] init_pprintf   : My dest: 1	My source: 3	My_num_part: 120
Initalizing particles linear on 0 to 120
Initalizing particles linear on 120 to 240
[ -1:000]                : Rank 3 is running on comet-25-71.sdsc.edu
[  3:001] init_pprintf   : My dest: 0	My source: 2	My_num_part: 120
[ -1:000]                : Rank 2 is running on comet-25-71.sdsc.edu
[  2:001] init_pprintf   : My dest: 3	My source: 1	My_num_part: 120
Initalizing particles linear on 240 to 360
Initalizing particles linear on 360 to 480
Iteration 0:	0.0613729954 seconds	0.0000000000 seconds
Iteration 0:	0.1185870171 seconds	0.0000000000 seconds
Iteration 0:	0.1326720715 seconds	0.0000000000 seconds
Iteration 0:	0.0890889168 seconds	0.0000000000 seconds
Iteration 1:	0.0498888493 seconds	0.0000000000 seconds
Iteration 1:	0.0469279289 seconds	0.0000000000 seconds
Iteration 1:	0.0439450741 seconds	0.0000000000 seconds
Iteration 1:	0.0439810753 seconds	0.0000000000 seconds
Iteration 2:	0.0439679623 seconds	0.0000000000 seconds
Iteration 2:	0.0439779758 seconds	0.0000000000 seconds
Iteration 2:	0.0439660549 seconds	0.0000000000 seconds
Iteration 2:	0.0439968109 seconds	0.0000000000 seconds
Iteration 3:	0.0050101280 seconds	0.0000000000 seconds
Iteration 3:	0.0159590244 seconds	0.0000009537 seconds
Iteration 3:	0.0050599575 seconds	0.0000000000 seconds
Iteration 3:	0.0269019604 seconds	0.0000000000 seconds
Iteration 4:	0.0002620220 seconds	0.0000000000 seconds
Iteration 4:	0.0002980232 seconds	0.0000000000 seconds
Iteration 4:	0.0002388954 seconds	0.0000000000 seconds
Iteration 4:	0.0003068447 seconds	0.0000000000 seconds
Iteration 5:	0.0002748966 seconds	0.0000000000 seconds
Iteration 5:	0.0002369881 seconds	0.0000000000 seconds
Iteration 5:	0.0002748966 seconds	0.0000000000 seconds
Iteration 5:	0.0002379417 seconds	0.0000000000 seconds
Iteration 6:	0.0002930164 seconds	0.0000000000 seconds
Iteration 6:	0.0002808571 seconds	0.0000000000 seconds
Iteration 6:	0.0003120899 seconds	0.0000000000 seconds
Iteration 6:	0.0002579689 seconds	0.0000000000 seconds
Iteration 7:	0.0002682209 seconds	0.0000000000 seconds
Iteration 7:	0.0002369881 seconds	0.0000000000 seconds
Iteration 7:	0.0002508163 seconds	0.0000000000 seconds
Iteration 7:	0.0002751350 seconds	0.0000000000 seconds
Iteration 8:	0.0002400875 seconds	0.0000000000 seconds
Iteration 8:	0.0002660751 seconds	0.0000000000 seconds
Iteration 8:	0.0002429485 seconds	0.0000000000 seconds
Iteration 8:	0.0002820492 seconds	0.0000000000 seconds
Iteration 9:	0.0002617836 seconds	0.0000000000 seconds
Iteration 9:	0.0002458096 seconds	0.0000000000 seconds
Iteration 9:	0.0002598763 seconds	0.0000000000 seconds
Iteration 9:	0.0002799034 seconds	0.0000000000 seconds
Iteration 10:	0.0002470016 seconds	0.0000000000 seconds
Iteration 10:	0.0002291203 seconds	0.0000000000 seconds
Iteration 10:	0.0002410412 seconds	0.0000000000 seconds
Iteration 10:	0.0002648830 seconds	0.0000011921 seconds
Iteration 11:	0.0002410412 seconds	0.0000000000 seconds
Iteration 11:	0.0002639294 seconds	0.0000000000 seconds
Iteration 11:	0.0002789497 seconds	0.0000000000 seconds
Iteration 11:	0.0002601147 seconds	0.0000000000 seconds
Iteration 12:	0.0002570152 seconds	0.0000009537 seconds
Iteration 12:	0.0002379417 seconds	0.0000000000 seconds
Iteration 12:	0.0002379417 seconds	0.0000000000 seconds
Iteration 12:	0.0002639294 seconds	0.0000000000 seconds
Iteration 13:	0.0002319813 seconds	0.0000000000 seconds
Iteration 13:	0.0002629757 seconds	0.0000000000 seconds
Iteration 13:	0.0002801418 seconds	0.0000000000 seconds
Iteration 13:	0.0002570152 seconds	0.0000000000 seconds
Iteration 14:	0.0002279282 seconds	0.0000000000 seconds
Iteration 14:	0.0002648830 seconds	0.0000000000 seconds
Iteration 14:	0.0002310276 seconds	0.0000000000 seconds
Iteration 14:	0.0002620220 seconds	0.0000000000 seconds
Iteration 15:	0.0002720356 seconds	0.0000000000 seconds
Iteration 15:	0.0002419949 seconds	0.0000000000 seconds
Iteration 15:	0.0002429485 seconds	0.0000000000 seconds
Iteration 15:	0.0002729893 seconds	0.0000000000 seconds
Iteration 16:	0.0002520084 seconds	0.0000000000 seconds
Iteration 16:	0.0002298355 seconds	0.0000000000 seconds
Iteration 16:	0.0002658367 seconds	0.0000000000 seconds
Iteration 16:	0.0002398491 seconds	0.0000000000 seconds
Iteration 17:	0.0002391338 seconds	0.0000000000 seconds
Iteration 17:	0.0002670288 seconds	0.0000000000 seconds
Iteration 17:	0.0002760887 seconds	0.0000000000 seconds
Iteration 17:	0.0002608299 seconds	0.0000000000 seconds
Iteration 18:	0.0002679825 seconds	0.0000000000 seconds
Iteration 18:	0.0002360344 seconds	0.0000000000 seconds
Iteration 18:	0.0002470016 seconds	0.0000000000 seconds
Iteration 18:	0.0002679825 seconds	0.0000000000 seconds
Iteration 19:	0.0002560616 seconds	0.0000000000 seconds
Iteration 19:	0.0002369881 seconds	0.0000000000 seconds
Iteration 19:	0.0002510548 seconds	0.0000000000 seconds
Iteration 19:	0.0002758503 seconds	0.0000000000 seconds
Iteration 20:	0.0002450943 seconds	0.0000000000 seconds
Iteration 20:	0.0002810955 seconds	0.0000000000 seconds
Iteration 20:	0.0002419949 seconds	0.0000000000 seconds
Iteration 20:	0.0002779961 seconds	0.0000000000 seconds
Iteration 21:	0.0002360344 seconds	0.0000000000 seconds
Iteration 21:	0.0002579689 seconds	0.0000000000 seconds
Iteration 21:	0.0002751350 seconds	0.0000000000 seconds
