[ -1:000]                : Rank 1 is running on comet-11-60.sdsc.edu
[ -1:000]                : Rank 3 is running on comet-11-60.sdsc.edu
[ -1:000]                : Rank 0 is running on comet-11-60.sdsc.edu
[ -1:000]                : Rank 2 is running on comet-11-60.sdsc.edu
[  3:001] init_pprintf   : My dest: 0	My source: 2	My_num_part: 120
[  1:001] init_pprintf   : My dest: 2	My source: 0	My_num_part: 120
[  0:001] init_pprintf   : My dest: 1	My source: 3	My_num_part: 120
[  2:001] init_pprintf   : My dest: 3	My source: 1	My_num_part: 120
Initalizing particles linear on 0 to 120
Initalizing particles linear on 360 to 480
Initalizing particles linear on 240 to 360
Initalizing particles linear on 120 to 240
Iteration 0:	0.0008490086 seconds	0.0000000000 seconds
Iteration 0:	0.0009710789 seconds	0.0000000000 seconds
Iteration 0:	0.0008499622 seconds	0.0000000000 seconds
Iteration 0:	0.0008461475 seconds	0.0000000000 seconds
Iteration 1:	0.0006937981 seconds	0.0000000000 seconds
Iteration 1:	0.0006928444 seconds	0.0000000000 seconds
Iteration 1:	0.0006971359 seconds	0.0000000000 seconds
Iteration 1:	0.0006930828 seconds	0.0000000000 seconds
Iteration 2:	0.0007460117 seconds	0.0000000000 seconds
Iteration 2:	0.0007448196 seconds	0.0000000000 seconds
Iteration 2:	0.0007469654 seconds	0.0000000000 seconds
Iteration 2:	0.0007469654 seconds	0.0000000000 seconds
Iteration 3:	0.0006830692 seconds	0.0000000000 seconds
Iteration 3:	0.0007050037 seconds	0.0000000000 seconds
Iteration 3:	0.0007140636 seconds	0.0000000000 seconds
Iteration 3:	0.0007121563 seconds	0.0000000000 seconds
Iteration 4:	0.0007450581 seconds	0.0000000000 seconds
Iteration 4:	0.0007731915 seconds	0.0000000000 seconds
Iteration 4:	0.0008049011 seconds	0.0000000000 seconds
Iteration 4:	0.0007770061 seconds	0.0000000000 seconds
Iteration 5:	0.0006608963 seconds	0.0000000000 seconds
Iteration 5:	0.0006840229 seconds	0.0000000000 seconds
Iteration 5:	0.0007200241 seconds	0.0000000000 seconds
Iteration 5:	0.0006949902 seconds	0.0000000000 seconds
Iteration 6:	0.0007629395 seconds	0.0000000000 seconds
Iteration 6:	0.0007839203 seconds	0.0000000000 seconds
Iteration 6:	0.0007898808 seconds	0.0000000000 seconds
Iteration 6:	0.0008130074 seconds	0.0000009537 seconds
Iteration 7:	0.0007011890 seconds	0.0000000000 seconds
Iteration 7:	0.0007159710 seconds	0.0000000000 seconds
Iteration 7:	0.0007219315 seconds	0.0000000000 seconds
Iteration 7:	0.0007419586 seconds	0.0000000000 seconds
Iteration 8:	0.0007429123 seconds	0.0000000000 seconds
Iteration 8:	0.0007469654 seconds	0.0000000000 seconds
Iteration 8:	0.0007619858 seconds	0.0000000000 seconds
Iteration 8:	0.0007860661 seconds	0.0000000000 seconds
Iteration 9:	0.0006618500 seconds	0.0000000000 seconds
Iteration 9:	0.0006659031 seconds	0.0000000000 seconds
Iteration 9:	0.0006849766 seconds	0.0000000000 seconds
Iteration 9:	0.0006849766 seconds	0.0000000000 seconds
Iteration 10:	0.0007388592 seconds	0.0000000000 seconds
Iteration 10:	0.0007390976 seconds	0.0000000000 seconds
Iteration 10:	0.0007450581 seconds	0.0000000000 seconds
Iteration 10:	0.0007410049 seconds	0.0000000000 seconds
Iteration 11:	0.0006749630 seconds	0.0000000000 seconds
Iteration 11:	0.0006761551 seconds	0.0000000000 seconds
Iteration 11:	0.0006749630 seconds	0.0000000000 seconds
Iteration 11:	0.0006771088 seconds	0.0000000000 seconds
Iteration 12:	0.0007400513 seconds	0.0000000000 seconds
Iteration 12:	0.0007419586 seconds	0.0000000000 seconds
Iteration 12:	0.0007410049 seconds	0.0000000000 seconds
Iteration 12:	0.0007398129 seconds	0.0000000000 seconds
Iteration 13:	0.0006771088 seconds	0.0000000000 seconds
Iteration 13:	0.0006761551 seconds	0.0000000000 seconds
Iteration 13:	0.0006771088 seconds	0.0000000000 seconds
Iteration 13:	0.0006799698 seconds	0.0000000000 seconds
Iteration 14:	0.0007381439 seconds	0.0000000000 seconds
Iteration 14:	0.0007359982 seconds	0.0000000000 seconds
Iteration 14:	0.0007388592 seconds	0.0000000000 seconds
Iteration 14:	0.0007419586 seconds	0.0000000000 seconds
Iteration 15:	0.0006721020 seconds	0.0000009537 seconds
Iteration 15:	0.0006740093 seconds	0.0000000000 seconds
Iteration 15:	0.0006749630 seconds	0.0000000000 seconds
Iteration 15:	0.0006761551 seconds	0.0000000000 seconds
Iteration 16:	0.0007398129 seconds	0.0000000000 seconds
Iteration 16:	0.0007421970 seconds	0.0000000000 seconds
Iteration 16:	0.0007431507 seconds	0.0000000000 seconds
Iteration 16:	0.0007410049 seconds	0.0000000000 seconds
Iteration 17:	0.0006721020 seconds	0.0000000000 seconds
Iteration 17:	0.0006701946 seconds	0.0000000000 seconds
Iteration 17:	0.0006740093 seconds	0.0000000000 seconds
Iteration 17:	0.0006721020 seconds	0.0000000000 seconds
Iteration 18:	0.0007379055 seconds	0.0000000000 seconds
Iteration 18:	0.0007410049 seconds	0.0000000000 seconds
Iteration 18:	0.0007379055 seconds	0.0000000000 seconds
Iteration 18:	0.0007400513 seconds	0.0000000000 seconds
Iteration 19:	0.0006730556 seconds	0.0000000000 seconds
Iteration 19:	0.0006740093 seconds	0.0000000000 seconds
Iteration 19:	0.0006730556 seconds	0.0000000000 seconds
Iteration 19:	0.0006759167 seconds	0.0000000000 seconds
Iteration 20:	0.0007472038 seconds	0.0000000000 seconds
Iteration 20:	0.0007472038 seconds	0.0000000000 seconds
Iteration 20:	0.0007469654 seconds	0.0000000000 seconds
Iteration 20:	0.0007619858 seconds	0.0000000000 seconds
Iteration 21:	0.0006589890 seconds	0.0000000000 seconds
Iteration 21:	0.0006589890 seconds	0.0000009537 seconds
Iteration 21:	0.0006618500 seconds	0.0000000000 seconds
Iteration 21:	0.0006618500 seconds	0.0000000000 seconds
Iteration 22:	0.0007419586 seconds	0.0000000000 seconds
Iteration 22:	0.0007419586 seconds	0.0000000000 seconds
Iteration 22:	0.0007421970 seconds	0.0000000000 seconds
Iteration 22:	0.0007441044 seconds	0.0000000000 seconds
Iteration 23:	0.0006709099 seconds	0.0000000000 seconds
Iteration 23:	0.0006730556 seconds	0.0000000000 seconds
Iteration 23:	0.0006752014 seconds	0.0000000000 seconds
Iteration 23:	0.0006740093 seconds	0.0000000000 seconds
Iteration 24:	0.0007410049 seconds	0.0000000000 seconds
Iteration 24:	0.0007390976 seconds	0.0000000000 seconds
Iteration 24:	0.0007429123 seconds	0.0000000000 seconds
Iteration 24:	0.0007429123 seconds	0.0000000000 seconds
Iteration 25:	0.0006718636 seconds	0.0000000000 seconds
Iteration 25:	0.0006709099 seconds	0.0000000000 seconds
Iteration 25:	0.0006730556 seconds	0.0000000000 seconds
Iteration 25:	0.0006709099 seconds	0.0000000000 seconds
Iteration 26:	0.0007400513 seconds	0.0000000000 seconds
Iteration 26:	0.0007419586 seconds	0.0000000000 seconds
Iteration 26:	0.0007410049 seconds	0.0000000000 seconds
Iteration 26:	0.0007429123 seconds	0.0000000000 seconds
Iteration 27:	0.0006709099 seconds	0.0000000000 seconds
Iteration 27:	0.0006718636 seconds	0.0000000000 seconds
Iteration 27:	0.0006730556 seconds	0.0000000000 seconds
Iteration 27:	0.0006721020 seconds	0.0000000000 seconds
Iteration 28:	0.0007419586 seconds	0.0000000000 seconds
Iteration 28:	0.0007410049 seconds	0.0000000000 seconds
Iteration 28:	0.0007410049 seconds	0.0000000000 seconds
Iteration 28:	0.0007398129 seconds	0.0000000000 seconds
Iteration 29:	0.0006730556 seconds	0.0000000000 seconds
Iteration 29:	0.0006721020 seconds	0.0000000000 seconds
Iteration 29:	0.0006721020 seconds	0.0000000000 seconds
Iteration 29:	0.0006730556 seconds	0.0000000000 seconds
Iteration 30:	0.0007400513 seconds	0.0000000000 seconds
Iteration 30:	0.0007419586 seconds	0.0000000000 seconds
Iteration 30:	0.0007419586 seconds	0.0000000000 seconds
Iteration 30:	0.0007410049 seconds	0.0000000000 seconds
Iteration 31:	0.0006728172 seconds	0.0000000000 seconds
Iteration 31:	0.0006709099 seconds	0.0000000000 seconds
Iteration 31:	0.0006740093 seconds	0.0000000000 seconds
Iteration 31:	0.0006718636 seconds	0.0000000000 seconds
Iteration 32:	0.0007359982 seconds	0.0000000000 seconds
