[ -1:000]                : Rank 0 is running on comet-13-25.sdsc.edu
[  0:001] init_pprintf   : My dest: 1	My source: 3	My_num_part: 240
[ -1:000]                : Rank 1 is running on comet-13-25.sdsc.edu
[  1:001] init_pprintf   : My dest: 2	My source: 0	My_num_part: 240
Initalizing particles linear on 0 to 240
Initalizing particles linear on 240 to 480
[ -1:000]                : Rank 3 is running on comet-13-37.sdsc.edu
[  3:001] init_pprintf   : My dest: 0	My source: 2	My_num_part: 240
[ -1:000]                : Rank 2 is running on comet-13-37.sdsc.edu
[  2:001] init_pprintf   : My dest: 3	My source: 1	My_num_part: 240
Initalizing particles linear on 480 to 720
Initalizing particles linear on 720 to 960
Iteration 0:	0.0744509697 seconds	0.0000000000 seconds
Iteration 0:	0.1166689396 seconds	0.0000009537 seconds
Iteration 0:	0.0778770447 seconds	0.0000000000 seconds
Iteration 0:	0.1176609993 seconds	0.0000000000 seconds
Iteration 1:	0.0247719288 seconds	0.0000000000 seconds
Iteration 1:	0.0318200588 seconds	0.0000000000 seconds
Iteration 1:	0.0409448147 seconds	0.0000011921 seconds
Iteration 1:	0.0409410000 seconds	0.0000000000 seconds
Iteration 2:	0.0050420761 seconds	0.0000000000 seconds
Iteration 2:	0.0150060654 seconds	0.0000000000 seconds
Iteration 2:	0.0247900486 seconds	0.0000000000 seconds
Iteration 2:	0.0050809383 seconds	0.0000000000 seconds
Iteration 3:	0.0001559258 seconds	0.0000000000 seconds
Iteration 3:	0.0001339912 seconds	0.0000000000 seconds
Iteration 3:	0.0001490116 seconds	0.0000000000 seconds
Iteration 3:	0.0001289845 seconds	0.0000000000 seconds
Iteration 4:	0.0001478195 seconds	0.0000000000 seconds
Iteration 4:	0.0001759529 seconds	0.0000000000 seconds
Iteration 4:	0.0001749992 seconds	0.0000000000 seconds
Iteration 4:	0.0001430511 seconds	0.0000000000 seconds
Iteration 5:	0.0001738071 seconds	0.0000000000 seconds
Iteration 5:	0.0001509190 seconds	0.0000000000 seconds
Iteration 5:	0.0001709461 seconds	0.0000000000 seconds
Iteration 5:	0.0001468658 seconds	0.0000000000 seconds
Iteration 6:	0.0001509190 seconds	0.0000000000 seconds
Iteration 6:	0.0001339912 seconds	0.0000000000 seconds
Iteration 6:	0.0001299381 seconds	0.0000011921 seconds
Iteration 6:	0.0001668930 seconds	0.0000000000 seconds
Iteration 7:	0.0001668930 seconds	0.0000000000 seconds
Iteration 7:	0.0001900196 seconds	0.0000000000 seconds
Iteration 7:	0.0001769066 seconds	0.0000000000 seconds
Iteration 7:	0.0001559258 seconds	0.0000000000 seconds
Iteration 8:	0.0001728535 seconds	0.0000000000 seconds
Iteration 8:	0.0001509190 seconds	0.0000000000 seconds
Iteration 8:	0.0001339912 seconds	0.0000000000 seconds
Iteration 8:	0.0001709461 seconds	0.0000000000 seconds
Iteration 9:	0.0001478195 seconds	0.0000000000 seconds
Iteration 9:	0.0001289845 seconds	0.0000000000 seconds
Iteration 9:	0.0001561642 seconds	0.0000000000 seconds
Iteration 9:	0.0001330376 seconds	0.0000000000 seconds
Iteration 10:	0.0001499653 seconds	0.0000000000 seconds
Iteration 10:	0.0001738071 seconds	0.0000000000 seconds
Iteration 10:	0.0001690388 seconds	0.0000000000 seconds
Iteration 10:	0.0001471043 seconds	0.0000000000 seconds
Iteration 11:	0.0001721382 seconds	0.0000000000 seconds
Iteration 11:	0.0001499653 seconds	0.0000000000 seconds
Iteration 11:	0.0001690388 seconds	0.0000000000 seconds
Iteration 11:	0.0001449585 seconds	0.0000000000 seconds
Iteration 12:	0.0001509190 seconds	0.0000000000 seconds
Iteration 12:	0.0001330376 seconds	0.0000000000 seconds
Iteration 12:	0.0001587868 seconds	0.0000000000 seconds
Iteration 12:	0.0001327991 seconds	0.0000000000 seconds
Iteration 13:	0.0001711845 seconds	0.0000000000 seconds
Iteration 13:	0.0001509190 seconds	0.0000000000 seconds
Iteration 13:	0.0001358986 seconds	0.0000000000 seconds
Iteration 13:	0.0001649857 seconds	0.0000000000 seconds
Iteration 14:	0.0001509190 seconds	0.0000000000 seconds
Iteration 14:	0.0001349449 seconds	0.0000000000 seconds
Iteration 14:	0.0001590252 seconds	0.0000000000 seconds
Iteration 14:	0.0001361370 seconds	0.0000009537 seconds
Iteration 15:	0.0001699924 seconds	0.0000000000 seconds
Iteration 15:	0.0001499653 seconds	0.0000000000 seconds
Iteration 15:	0.0001649857 seconds	0.0000000000 seconds
Iteration 15:	0.0001380444 seconds	0.0000000000 seconds
Iteration 16:	0.0001640320 seconds	0.0000000000 seconds
Iteration 16:	0.0001461506 seconds	0.0000000000 seconds
Iteration 16:	0.0001721382 seconds	0.0000000000 seconds
Iteration 16:	0.0001451969 seconds	0.0000000000 seconds
Iteration 17:	0.0001711845 seconds	0.0000000000 seconds
Iteration 17:	0.0001502037 seconds	0.0000000000 seconds
Iteration 17:	0.0001659393 seconds	0.0000009537 seconds
Iteration 17:	0.0001440048 seconds	0.0000000000 seconds
Iteration 18:	0.0001649857 seconds	0.0000000000 seconds
