[ -1:000]                : Rank 1 is running on comet-07-10.sdsc.edu
[  1:001] init_pprintf   : My dest: 2	My source: 0	My_num_part: 120
[ -1:000]                : Rank 0 is running on comet-07-10.sdsc.edu
[  0:001] init_pprintf   : My dest: 1	My source: 3	My_num_part: 120
Initalizing particles linear on 0 to 120
Initalizing particles linear on 120 to 240
[ -1:000]                : Rank 3 is running on comet-07-22.sdsc.edu
[  3:001] init_pprintf   : My dest: 0	My source: 2	My_num_part: 120
[ -1:000]                : Rank 2 is running on comet-07-22.sdsc.edu
[  2:001] init_pprintf   : My dest: 3	My source: 1	My_num_part: 120
Initalizing particles linear on 240 to 360
Initalizing particles linear on 360 to 480
Iteration 0:	0.0293788910 seconds	0.0000009537 seconds
Iteration 0:	0.0394999981 seconds	0.0000000000 seconds
Iteration 0:	0.0868299007 seconds	0.0000000000 seconds
Iteration 0:	0.0866189003 seconds	0.0000000000 seconds
Iteration 1:	0.0398709774 seconds	0.0000000000 seconds
Iteration 1:	0.0399239063 seconds	0.0000000000 seconds
Iteration 1:	0.0399701595 seconds	0.0000000000 seconds
Iteration 1:	0.0399711132 seconds	0.0000000000 seconds
Iteration 2:	0.0399310589 seconds	0.0000000000 seconds
Iteration 2:	0.0399639606 seconds	0.0000000000 seconds
Iteration 2:	0.0399961472 seconds	0.0000000000 seconds
Iteration 2:	0.0399968624 seconds	0.0000000000 seconds
Iteration 3:	0.0399410725 seconds	0.0000009537 seconds
Iteration 3:	0.0399711132 seconds	0.0000000000 seconds
Iteration 3:	0.0338151455 seconds	0.0000000000 seconds
Iteration 3:	0.0338149071 seconds	0.0000000000 seconds
Iteration 4:	0.0001459122 seconds	0.0000000000 seconds
Iteration 4:	0.0000989437 seconds	0.0000000000 seconds
Iteration 4:	0.0039169788 seconds	0.0000000000 seconds
Iteration 4:	0.0138709545 seconds	0.0000000000 seconds
Iteration 5:	0.0001838207 seconds	0.0000000000 seconds
Iteration 5:	0.0001537800 seconds	0.0000000000 seconds
Iteration 5:	0.0001950264 seconds	0.0000000000 seconds
Iteration 5:	0.0001008511 seconds	0.0000000000 seconds
